session_id,cities,session_date,session_time,user_id,joining_date,country,num_cities,session_hour,coordinates,distances,avg_distance,std_distance,intent
GHZHMA44BK5JK,Los Angeles CA,2015-04-03,09:28:12,2319,2015-03-11,FR,1,9,"['34.0536909, -118.2427666']",[],0.0,0.0,high
7LMPCZXAE71MX,"San Diego CA, Santa Ana CA, Los Angeles CA, Riverside CA",2015-04-03,09:35:08,447,2015-03-17,IT,4,9,"['32.7174209, -117.1627714', '33.7494951, -117.8732213', '34.0536909, -118.2427666', '50.481292, -108.2892248']","[132.23857808404023, 179.05896652855864, 2103.4601736424797, 48.02850621465514, 2016.4562040462988, 1996.7944978210996]",1079.3394877228554,960.8886603344182,high
8690AVDAHF49I,Los Angeles CA,2015-04-03,09:51:28,7136,2015-03-20,unknown,1,9,"['34.0536909, -118.2427666']",[],0.0,0.0,high
PQ9IL1K6NHPIN,Philadelphia PA,2015-04-03,10:07:54,73,2015-03-24,DE,1,10,"['39.9527237, -75.1635262']",[],0.0,0.0,high
97PPV8YUBZX0Z,Los Angeles CA,2015-04-03,10:43:51,5181,2015-03-15,unknown,1,10,"['34.0536909, -118.2427666']",[],0.0,0.0,high
QGQ4CC1ITXRDV,"New York NY, Montreal QC",2015-04-03,10:48:11,8687,2015-03-15,unknown,2,10,"['40.7127281, -74.0060152', '45.4972159, -73.6103642']",[532.5046492455209],532.5046492455209,0.0,high
CXQWBYWZ26X3G,"New York NY, Jersey City NJ",2015-04-03,10:49:37,4995,2015-03-23,DE,2,10,"['40.7127281, -74.0060152', '40.7281575, -74.0776417']",[6.2895817337946],6.2895817337946,0.0,high
RKD576XVEULRU,"New York NY, Boston MA, Newark NJ",2015-04-03,10:59:51,1611,2015-02-28,unknown,3,10,"['40.7127281, -74.0060152', '42.3602534, -71.0582912', '40.735657, -74.1723667']","[306.5470647537847, 14.28298085571759, 316.2933444157174]",212.3744633417399,140.12833181752768,high
UKHKR8F4BO9FK,Montreal QC,2015-04-03,11:06:36,10116,2015-03-24,unknown,1,11,"['45.4972159, -73.6103642']",[],0.0,0.0,high
8VDBSSHN9TKQC,"New York NY, Toronto ON",2015-04-03,11:07:22,6492,2015-03-19,IT,2,11,"['40.7127281, -74.0060152', '43.6534817, -79.3839347']",[551.2472669034609],551.2472669034609,0.0,high
DLSEBDELRCBCM,Chicago IL,2015-04-03,11:09:31,5648,2015-03-17,DE,1,11,"['41.8755616, -87.6244212']",[],0.0,0.0,high
XSGBEXOAT45J6,New York NY,2015-04-03,11:14:49,251,2015-03-16,DE,1,11,"['40.7127281, -74.0060152']",[],0.0,0.0,high
HW4SSR2LQZNS2,New York NY,2015-04-03,11:36:00,78,2015-03-16,UK,1,11,"['40.7127281, -74.0060152']",[],0.0,0.0,high
4DD9383ZBJFZB,"Toronto ON, Hamilton ON",2015-04-03,11:41:04,5809,2015-03-02,UK,2,11,"['43.6534817, -79.3839347', '43.2425289, -79.9470423']",[64.51527614967324],64.51527614967324,0.0,high
87SY1A99AA1RQ,"New York NY, Jersey City NJ",2015-04-03,11:54:14,3332,2015-03-11,FR,2,11,"['40.7127281, -74.0060152', '40.7281575, -74.0776417']",[6.2895817337946],6.2895817337946,0.0,high
MIHDZEYBRP59H,Los Angeles CA,2015-04-03,11:54:22,10894,2015-03-27,UK,1,11,"['34.0536909, -118.2427666']",[],0.0,0.0,high
30A9A5T6K72KM,San Diego CA,2015-04-03,12:05:08,10175,2015-03-12,UK,1,12,"['32.7174209, -117.1627714']",[],0.0,0.0,high
L1WFA9E3HIOMF,"Los Angeles CA, Bakersfield CA",2015-04-03,12:18:25,10528,2015-03-17,FR,2,12,"['34.0536909, -118.2427666', '35.3738712, -119.0194639']",[162.82082448539336],162.82082448539336,0.0,high
WMZDA9T31CYPD,"Phoenix AZ, Glendale AZ, Tucson AZ",2015-04-03,12:30:20,260,2015-04-03,unknown,3,12,"['33.4484367, -112.0741417', '33.5386858, -112.1859941', '32.2228765, -110.9748477']","[14.430509629071242, 170.48565729846467, 184.76600358185192]",123.22739016979595,77.15159529151208,high
12VYVSY6GDL8N,San Antonio TX,2015-04-03,12:38:16,5239,2015-03-10,IT,1,12,"['29.4246002, -98.4951405']",[],0.0,0.0,high
6MMZGZO60FFMC,Toronto ON,2015-04-03,12:38:38,7968,2015-03-09,ES,1,12,"['43.6534817, -79.3839347']",[],0.0,0.0,high
W571L11U7MOMP,"Toronto ON, Saint Catharines-Niagara ON, Hamilton ON",2015-04-03,12:39:18,8303,2015-03-29,IT,3,12,"['43.6534817, -79.3839347', '43.1579812, -79.2441003', '43.2425289, -79.9470423']","[56.20360770779935, 64.51527614967324, 57.89888127684802]",59.53925504477354,3.585998479808583,high
0B77HJR3TOQHI,"OTTAWA ON, New York NY",2015-04-03,12:40:28,1849,2015-03-30,DE,2,12,"['45.421106, -75.690308', '40.7127281, -74.0060152']",[540.7284620257823],540.7284620257823,0.0,high
XVWPW8JCFF5LA,Los Angeles CA,2015-04-03,12:42:52,4610,2015-03-10,UK,1,12,"['34.0536909, -118.2427666']",[],0.0,0.0,high
SMU87VNK9P26A,"Phoenix AZ, Montreal QC",2015-04-03,12:52:34,206,2015-03-05,unknown,2,12,"['33.4484367, -112.0741417', '45.4972159, -73.6103642']",[3528.5512489836347],3528.5512489836347,0.0,low
MFJPKDE2MSX9F,Houston TX,2015-04-03,12:57:01,4174,2015-03-15,FR,1,12,"['29.7589382, -95.3676974']",[],0.0,0.0,high
GGHK9E679BYLI,"Los Angeles CA, New York NY, Montreal QC",2015-04-03,12:59:56,8588,2015-03-31,FR,3,12,"['34.0536909, -118.2427666', '40.7127281, -74.0060152', '45.4972159, -73.6103642']","[3944.2753995585103, 3971.6882636030427, 532.5046492455209]",2816.1561041356913,1614.8242095958465,low
SJKO6X26OE5YF,"Edmonton AB, Chicago IL",2015-04-03,13:07:11,3112,2015-03-11,ES,2,13,"['53.535411, -113.507996', '41.8755616, -87.6244212']",[2314.8370801182023],2314.8370801182023,0.0,low
9DY4QHPBBQPAP,Dallas TX,2015-04-03,13:26:07,4662,2015-03-01,UK,1,13,"['32.7762719, -96.7968559']",[],0.0,0.0,high
7ZKYBBSRD6N24,Montreal QC,2015-04-03,13:32:44,232,2015-03-07,DE,1,13,"['45.4972159, -73.6103642']",[],0.0,0.0,high
05HWRUZFE0MTZ,OTTAWA ON,2015-04-03,13:47:10,2998,2015-03-24,IT,1,13,"['45.421106, -75.690308']",[],0.0,0.0,high
J3L1R1C2XJMUX,Toronto ON,2015-04-03,13:53:51,4265,2015-03-19,UK,1,13,"['43.6534817, -79.3839347']",[],0.0,0.0,high
V8XCZDHTGS4GG,"Montreal QC, Boston MA",2015-04-03,13:58:59,10189,2015-03-09,DE,2,13,"['45.4972159, -73.6103642', '42.3602534, -71.0582912']",[404.2815293402504],404.2815293402504,0.0,high
1I66YSIBWR36W,OTTAWA ON,2015-04-03,14:02:52,7720,2015-03-29,FR,1,14,"['45.421106, -75.690308']",[],0.0,0.0,high
Q6GPIWY3LJEEA,"Detroit MI, New York NY",2015-04-03,14:18:22,7254,2015-03-06,DE,2,14,"['42.3315509, -83.0466403', '40.7127281, -74.0060152']",[775.3066655539809],775.3066655539809,0.0,high
Z8XT6I3JO4XGU,Dallas TX,2015-04-03,14:24:55,8274,2015-03-22,UK,1,14,"['32.7762719, -96.7968559']",[],0.0,0.0,high
JU3Y8NTKL5HQ1,"San Antonio TX, New York NY",2015-04-03,15:16:49,2000,2015-03-02,ES,2,15,"['29.4246002, -98.4951405', '40.7127281, -74.0060152']",[2547.986584999481],2547.986584999481,0.0,low
3UQ8KN7EU5QH5,Montreal QC,2015-04-03,15:24:37,5576,2015-03-04,UK,1,15,"['45.4972159, -73.6103642']",[],0.0,0.0,high
AAQ36XF8UM7XC,"New York NY, Chicago IL",2015-04-03,15:27:01,5486,2015-03-31,DE,2,15,"['40.7127281, -74.0060152', '41.8755616, -87.6244212']",[1146.7355698523086],1146.7355698523086,0.0,high
21UT4VP35RX4L,"Phoenix AZ, Glendale AZ",2015-04-03,15:32:17,4679,2015-03-03,UK,2,15,"['33.4484367, -112.0741417', '33.5386858, -112.1859941']",[14.430509629071242],14.430509629071242,0.0,high
P2PDS3KRPNSR5,"Toronto ON, Saint Catharines-Niagara ON",2015-04-03,15:37:18,9378,2015-03-14,US,2,15,"['43.6534817, -79.3839347', '43.1579812, -79.2441003']",[56.20360770779935],56.20360770779935,0.0,high
SMWUTK6DCD29L,"Chicago IL, Fort Wayne IN, Toledo OH, Detroit MI",2015-04-03,15:39:02,2936,2015-02-28,UK,4,15,"['41.8755616, -87.6244212', '41.0799898, -85.1386015', '41.6786754, -83.5127283', '42.3315509, -83.0466403']","[225.634878831619, 342.50871843249496, 381.9811596314157, 151.38532596864124, 222.78743153575215, 82.15598847782019]",234.40891714629052,103.07687054371002,high
ZG11OEEMSZJWB,Montreal QC,2015-04-03,15:50:18,9489,2015-03-21,UK,1,15,"['45.4972159, -73.6103642']",[],0.0,0.0,high
T2P66EHCASY4Q,"Jacksonville FL, New York NY",2015-04-03,15:52:02,7546,2015-03-11,US,2,15,"['30.3321838, -81.655651', '40.7127281, -74.0060152']",[1343.2578145236457],1343.2578145236457,0.0,high
UX1E8B7JA9RJF,Toronto ON,2015-04-03,15:53:10,10404,2015-03-17,DE,1,15,"['43.6534817, -79.3839347']",[],0.0,0.0,high
5KOIGEN6OBAJ1,Los Angeles CA,2015-04-03,15:56:22,3490,2015-03-06,US,1,15,"['34.0536909, -118.2427666']",[],0.0,0.0,high
R3R7KCA8X1LGH,San Antonio TX,2015-04-03,16:04:30,10550,2015-03-09,US,1,16,"['29.4246002, -98.4951405']",[],0.0,0.0,high
0CF386IESSP9T,Chicago IL,2015-04-03,16:18:23,7740,2015-03-01,DE,1,16,"['41.8755616, -87.6244212']",[],0.0,0.0,high
831NMNYA91EM2,"Detroit MI, London ON",2015-04-03,16:29:17,7631,2015-03-20,IT,2,16,"['42.3315509, -83.0466403', '42.9836747, -81.2496068']",[164.18308312491592],164.18308312491592,0.0,high
2T43VOHZF2SN8,Philadelphia PA,2015-04-03,16:53:08,6319,2015-03-02,FR,1,16,"['39.9527237, -75.1635262']",[],0.0,0.0,high
FR2KTCW9QTHEB,"Toronto ON, Buffalo NY, Hamilton ON",2015-04-03,17:25:33,682,2015-03-09,FR,3,17,"['43.6534817, -79.3839347', '42.8867166, -78.8783922', '43.2425289, -79.9470423']","[94.55668154528945, 64.51527614967324, 95.60108750215257]",84.89101506570508,14.414130757267415,high
KQVJYUK1YF2XG,Edmonton AB,2015-04-03,17:26:50,3930,2015-03-02,US,1,17,"['53.535411, -113.507996']",[],0.0,0.0,high
OWR6W728OZ8YD,Montreal QC,2015-04-03,17:27:26,3171,2015-03-21,DE,1,17,"['45.4972159, -73.6103642']",[],0.0,0.0,high
W3YGS7SEXB5ZX,"San Diego CA, Santa Ana CA, Anaheim CA",2015-04-03,17:36:33,3796,2015-03-31,UK,3,17,"['32.7174209, -117.1627714', '33.7494951, -117.8732213', '33.8347516, -117.911732']","[132.23857808404023, 142.21396291302347, 10.106709662219263]",94.85308355309432,60.0629558122729,high
ZAWRA3LUTP71C,"Chicago IL, Montreal QC",2015-04-03,17:41:54,8527,2015-03-26,US,2,17,"['41.8755616, -87.6244212', '45.4972159, -73.6103642']",[1197.4957582515608],1197.4957582515608,0.0,high
E8IPHEQD7ZH2X,Philadelphia PA,2015-04-03,17:55:25,8650,2015-03-24,US,1,17,"['39.9527237, -75.1635262']",[],0.0,0.0,high
GB02ZK0K1J5KT,"Indianapolis IN, New York NY",2015-04-03,18:29:23,1253,2015-03-11,US,2,18,"['39.7683331, -86.1583502', '40.7127281, -74.0060152']",[1038.5445437999504],1038.5445437999504,0.0,high
16CJ6M5OGXMRX,Toronto ON,2015-04-03,19:02:14,1445,2015-04-03,US,1,19,"['43.6534817, -79.3839347']",[],0.0,0.0,high
DT63YXJR3E9S7,"Los Angeles CA, Long Beach CA, Santa Ana CA",2015-04-03,19:22:44,10276,2015-03-17,US,3,19,"['34.0536909, -118.2427666', '47.9960267, -53.8155345', '33.7494951, -117.8732213']","[5466.040110774777, 48.02850621465514, 5459.028180910723]",3657.6989326333846,2552.4240416137213,low
87PG11NKGCBYK,Montreal QC,2015-04-03,19:48:10,3347,2015-03-10,US,1,19,"['45.4972159, -73.6103642']",[],0.0,0.0,high
PKHK3W4X0P0V4,Calgary AB,2015-04-03,20:04:05,266,2015-03-28,US,1,20,"['51.0534234, -114.0625892']",[],0.0,0.0,high
7DZ22JXXUAFFY,"OTTAWA ON, Montreal QC",2015-04-03,20:27:49,7652,2015-03-30,US,2,20,"['45.421106, -75.690308', '45.4972159, -73.6103642']",[162.89704943731655],162.89704943731655,0.0,high
PL5R14NW5B324,"San Antonio TX, Montreal QC",2015-04-03,20:40:48,1702,2015-03-17,US,2,20,"['29.4246002, -98.4951405', '45.4972159, -73.6103642']",[2812.894719213653],2812.894719213653,0.0,low
TQL1AY7VDG5Z4,New York NY,2015-04-03,20:58:38,8567,2015-03-30,US,1,20,"['40.7127281, -74.0060152']",[],0.0,0.0,high
4581MS2IT458L,"Houston TX, Austin TX",2015-04-03,21:36:31,2686,2015-03-10,US,2,21,"['29.7589382, -95.3676974', '30.2711286, -97.7436995']",[236.13888733408857],236.13888733408857,0.0,high
QNSVJMJ48NX3C,"Calgary AB, Portland OR",2015-04-03,22:06:51,869,2015-03-12,US,2,22,"['51.0534234, -114.0625892', '45.5202471, -122.6741949']",[886.0134587129814],886.0134587129814,0.0,high
Z0P0WCRWI7RJD,New York NY,2015-04-03,23:17:16,10063,2015-03-08,US,1,23,"['40.7127281, -74.0060152']",[],0.0,0.0,high
XN20WJN9L0DQI,"Vancouver BC, Toronto ON",2015-04-03,23:39:50,3292,2015-03-26,US,2,23,"['49.2608724, -123.1139529', '43.6534817, -79.3839347']",[3367.9263341041437],3367.9263341041437,0.0,low
GSU91Y3Z49610,"San Antonio TX, Austin TX, Fort Worth TX",2015-04-04,00:07:50,7436,2015-04-01,US,3,0,"['29.4246002, -98.4951405', '30.2711286, -97.7436995', '32.753177, -97.3327459']","[118.65111624660021, 385.3396093112283, 277.95938797159005]",260.6500378431395,109.56093672677476,high
M02ZGFF8H06S8,New York NY,2015-04-04,00:38:40,3956,2015-03-10,US,1,0,"['40.7127281, -74.0060152']",[],0.0,0.0,high
E8KADMGLGDW6A,Toronto ON,2015-04-04,01:54:06,250,2015-03-12,US,1,1,"['43.6534817, -79.3839347']",[],0.0,0.0,high
2T6F1NTCB0ZKP,"Toronto ON, Montreal QC",2015-04-04,02:04:04,9934,2015-03-16,unknown,2,2,"['43.6534817, -79.3839347', '45.4972159, -73.6103642']",[502.10702739918554],502.10702739918554,0.0,high
E7XWSJT8T18EJ,Edmonton AB,2015-04-04,02:49:43,9608,2015-03-17,unknown,1,2,"['53.535411, -113.507996']",[],0.0,0.0,high
CWQV3104WUP5S,"San Antonio TX, Fort Worth TX, Austin TX",2015-04-04,04:01:19,7307,2015-03-26,ES,3,4,"['29.4246002, -98.4951405', '32.753177, -97.3327459', '30.2711286, -97.7436995']","[385.3396093112283, 118.65111624660021, 277.95938797159005]",260.6500378431395,109.56093672677476,high
MHMA31YBFN5J9,New York NY,2015-04-04,04:09:17,4638,2015-04-02,unknown,1,4,"['40.7127281, -74.0060152']",[],0.0,0.0,high
I33C7DU4QGL61,New York NY,2015-04-04,04:10:03,1757,2015-03-30,FR,1,4,"['40.7127281, -74.0060152']",[],0.0,0.0,high
R6OM29NASLQKI,Phoenix AZ,2015-04-04,04:12:58,7480,2015-03-09,FR,1,4,"['33.4484367, -112.0741417']",[],0.0,0.0,high
BWEF5W9KAZ38X,"Los Angeles CA, Long Beach CA, Santa Ana CA, San Diego CA, Riverside CA",2015-04-04,04:25:56,7965,2015-03-11,IT,5,4,"['34.0536909, -118.2427666', '47.9960267, -53.8155345', '33.7494951, -117.8732213', '32.7174209, -117.1627714', '50.481292, -108.2892248']","[5466.040110774777, 48.02850621465514, 179.05896652855864, 1996.7944978210996, 5459.028180910723, 5475.882538742727, 3886.63751682036, 132.23857808404023, 2016.4562040462988, 2103.4601736424797]",2676.362527358572,2137.0621105445257,low
1FTL4QL1Q7P19,"New York NY, Jersey City NJ, Philadelphia PA",2015-04-04,06:01:11,218,2015-03-23,IT,3,6,"['40.7127281, -74.0060152', '40.7281575, -74.0776417', '39.9527237, -75.1635262']","[6.2895817337946, 129.60181091014726, 126.20036385921033]",87.36391883438405,57.34502921053166,high
N7OIYABSKRYTQ,"Montreal QC, New York NY",2015-04-04,06:05:41,374,2015-03-30,unknown,2,6,"['45.4972159, -73.6103642', '40.7127281, -74.0060152']",[532.5046492455209],532.5046492455209,0.0,high
GA9ZJYLO9PTOF,Indianapolis IN,2015-04-04,06:29:18,6330,2015-03-21,ES,1,6,"['39.7683331, -86.1583502']",[],0.0,0.0,high
U9Z1KLZXAPLGF,Toronto ON,2015-04-04,06:39:15,1734,2015-03-04,FR,1,6,"['43.6534817, -79.3839347']",[],0.0,0.0,high
VNH6D25OOZYNG,Los Angeles CA,2015-04-04,06:43:35,7368,2015-04-01,FR,1,6,"['34.0536909, -118.2427666']",[],0.0,0.0,high
G2FGKC07IX25A,"Chicago IL, New York NY",2015-04-04,06:54:41,10452,2015-03-15,ES,2,6,"['41.8755616, -87.6244212', '40.7127281, -74.0060152']",[1146.7355698523086],1146.7355698523086,0.0,high
29YZ5ZMC6T1VN,Toronto ON,2015-04-04,06:57:23,10866,2015-03-28,unknown,1,6,"['43.6534817, -79.3839347']",[],0.0,0.0,high
F660XMO22UFTV,Los Angeles CA,2015-04-04,06:58:07,8512,2015-03-28,FR,1,6,"['34.0536909, -118.2427666']",[],0.0,0.0,high
BYGMKC3NXFAAA,"New York NY, Jersey City NJ",2015-04-04,07:03:58,6726,2015-03-05,ES,2,7,"['40.7127281, -74.0060152', '40.7281575, -74.0776417']",[6.2895817337946],6.2895817337946,0.0,high
2AASCH7CK5XZP,New York NY,2015-04-04,07:19:52,6125,2015-03-08,FR,1,7,"['40.7127281, -74.0060152']",[],0.0,0.0,high
MA1TO0DB4L6G7,Toronto ON,2015-04-04,07:24:56,650,2015-03-24,UK,1,7,"['43.6534817, -79.3839347']",[],0.0,0.0,high
R6ZAACS2AHRF1,"Dallas TX, Montreal QC",2015-04-04,07:47:51,4063,2015-03-08,unknown,2,7,"['32.7762719, -96.7968559', '45.4972159, -73.6103642']",[2437.565143524372],2437.565143524372,0.0,low
SAJ2ANU1UT6HY,New York NY,2015-04-04,07:54:23,8816,2015-03-13,unknown,1,7,"['40.7127281, -74.0060152']",[],0.0,0.0,high
8GW1UHHKQ6G7S,"Los Angeles CA, Toronto ON",2015-04-04,07:54:27,451,2015-03-10,UK,2,7,"['34.0536909, -118.2427666', '43.6534817, -79.3839347']",[3501.3538465544902],3501.3538465544902,0.0,low
L3YVPO6KP8H23,"Philadelphia PA, Newark NJ, Jersey City NJ",2015-04-04,08:02:37,3283,2015-04-01,IT,3,8,"['39.9527237, -75.1635262', '40.735657, -74.1723667', '40.7281575, -74.0776417']","[121.03515994764935, 126.20036385921033, 8.045131086740298]",85.09355163119999,54.52225334154205,high
A5EXL8CZQWI5M,Montreal QC,2015-04-04,08:09:36,10309,2015-03-14,FR,1,8,"['45.4972159, -73.6103642']",[],0.0,0.0,high
QYPB3EFP0FAYM,New York NY,2015-04-04,08:12:49,3028,2015-03-15,UK,1,8,"['40.7127281, -74.0060152']",[],0.0,0.0,high
MKJB8SZS9VK0Y,"Phoenix AZ, Glendale AZ",2015-04-04,08:17:43,4399,2015-03-17,unknown,2,8,"['33.4484367, -112.0741417', '33.5386858, -112.1859941']",[14.430509629071242],14.430509629071242,0.0,high
LK13XAPORQ99S,Los Angeles CA,2015-04-04,08:31:34,900,2015-02-28,IT,1,8,"['34.0536909, -118.2427666']",[],0.0,0.0,high
6PRZ9XUDHPCUH,New York NY,2015-04-04,08:36:22,9402,2015-03-01,FR,1,8,"['40.7127281, -74.0060152']",[],0.0,0.0,high
MW5CVSB5LJ7E4,"New York NY, Los Angeles CA",2015-04-04,08:45:58,6680,2015-03-30,DE,2,8,"['40.7127281, -74.0060152', '34.0536909, -118.2427666']",[3944.2753995585103],3944.2753995585103,0.0,low
XMELOTJ7FWGTI,"Vancouver BC, Seattle WA, Victoria BC, Calgary AB",2015-04-04,08:54:06,1309,2015-03-07,UK,4,8,"['49.2608724, -123.1139529', '47.6038321, -122.3300624', '48.4283182, -123.3649533', '51.0534234, -114.0625892']","[193.1728597691226, 94.4006525460384, 676.3475747106531, 119.85150652082788, 712.3351463828408, 730.6570946857257]",421.127472435868,287.2944844958175,high
C1QK7LWNCLF70,New York NY,2015-04-04,08:58:53,10804,2015-03-05,ES,1,8,"['40.7127281, -74.0060152']",[],0.0,0.0,high
A3DZM25824YNC,"Houston TX, New York NY",2015-04-04,09:07:44,601,2015-03-11,unknown,2,9,"['29.7589382, -95.3676974', '40.7127281, -74.0060152']",[2283.4731891218285],2283.4731891218285,0.0,low
J7AFWLO82AT03,Chicago IL,2015-04-04,09:11:01,4140,2015-03-21,IT,1,9,"['41.8755616, -87.6244212']",[],0.0,0.0,high
EEJHFIS3020RZ,Toronto ON,2015-04-04,09:11:03,5983,2015-03-08,FR,1,9,"['43.6534817, -79.3839347']",[],0.0,0.0,high
5IAMO3YFTZSMX,Montreal QC,2015-04-04,09:12:28,5519,2015-03-21,IT,1,9,"['45.4972159, -73.6103642']",[],0.0,0.0,high
6E5LY5BUJMVOM,New York NY,2015-04-04,09:17:37,1139,2015-03-15,IT,1,9,"['40.7127281, -74.0060152']",[],0.0,0.0,high
P4CJ5KSXN7593,"Columbus OH, Chicago IL",2015-04-04,09:33:06,2249,2015-03-03,DE,2,9,"['39.9622601, -83.0007065', '41.8755616, -87.6244212']",[443.58788427693275],443.58788427693275,0.0,high
S0NNVGDT6U239,Houston TX,2015-04-04,09:40:42,8077,2015-03-15,FR,1,9,"['29.7589382, -95.3676974']",[],0.0,0.0,high
1R439SHADM3WS,New York NY,2015-04-04,09:53:47,3073,2015-03-21,DE,1,9,"['40.7127281, -74.0060152']",[],0.0,0.0,high
F1UG8ZSBMTZTV,"New York NY, Los Angeles CA",2015-04-04,10:23:43,4381,2015-03-16,DE,2,10,"['40.7127281, -74.0060152', '34.0536909, -118.2427666']",[3944.2753995585103],3944.2753995585103,0.0,low
O9CJWEO7NZ15D,Toronto ON,2015-04-04,10:33:59,7223,2015-03-14,UK,1,10,"['43.6534817, -79.3839347']",[],0.0,0.0,high
YDIR75JXQ9IPI,Vancouver BC,2015-04-04,10:35:35,6933,2015-03-11,unknown,1,10,"['49.2608724, -123.1139529']",[],0.0,0.0,high
VAM44L0I2DLVF,"Toronto ON, Saint Catharines-Niagara ON",2015-04-04,10:47:42,3010,2015-04-03,UK,2,10,"['43.6534817, -79.3839347', '43.1579812, -79.2441003']",[56.20360770779935],56.20360770779935,0.0,high
NGUCO94RGVK31,"New York NY, Newark NJ, Philadelphia PA, Jersey City NJ",2015-04-04,11:03:21,8872,2015-03-01,DE,4,11,"['40.7127281, -74.0060152', '40.735657, -74.1723667', '39.9527237, -75.1635262', '40.7281575, -74.0776417']","[14.28298085571759, 129.60181091014726, 6.2895817337946, 121.03515994764935, 8.045131086740298, 126.20036385921033]",67.57583806554324,58.14062599435138,high
AQSJ6VJ3052J2,"New York NY, Vancouver BC",2015-04-04,11:56:55,10036,2015-03-20,ES,2,11,"['40.7127281, -74.0060152', '49.2608724, -123.1139529']",[3914.1866982834285],3914.1866982834285,0.0,low
ZHCGD6W46FB04,Vancouver BC,2015-04-04,12:00:35,953,2015-02-28,ES,1,12,"['49.2608724, -123.1139529']",[],0.0,0.0,high
JMDYMG587ZOO1,"New York NY, Jersey City NJ",2015-04-04,12:03:10,2734,2015-03-02,IT,2,12,"['40.7127281, -74.0060152', '40.7281575, -74.0776417']",[6.2895817337946],6.2895817337946,0.0,high
4QIL6M48NP7N9,Columbus OH,2015-04-04,12:16:43,10124,2015-03-29,DE,1,12,"['39.9622601, -83.0007065']",[],0.0,0.0,high
YAOPRV2IDU2SR,New York NY,2015-04-04,12:24:49,4504,2015-03-06,FR,1,12,"['40.7127281, -74.0060152']",[],0.0,0.0,high
Z5GFECUJL2MKE,Chicago IL,2015-04-04,12:53:18,10927,2015-04-01,UK,1,12,"['41.8755616, -87.6244212']",[],0.0,0.0,high
7RTGV5THQARJ1,Los Angeles CA,2015-04-04,12:54:48,8504,2015-03-07,IT,1,12,"['34.0536909, -118.2427666']",[],0.0,0.0,high
SU407AMT3HATL,"Jacksonville FL, Toronto ON",2015-04-04,12:55:04,4868,2015-03-08,FR,2,12,"['30.3321838, -81.655651', '43.6534817, -79.3839347']",[1491.9824975577935],1491.9824975577935,0.0,high
1Y5E2E8YKBG96,Vancouver BC,2015-04-04,12:57:48,6912,2015-02-28,US,1,12,"['49.2608724, -123.1139529']",[],0.0,0.0,high
FCRLI3QYSM99C,"Phoenix AZ, Toronto ON",2015-04-04,13:00:33,896,2015-04-01,FR,2,13,"['33.4484367, -112.0741417', '43.6534817, -79.3839347']",[3042.0793206423627],3042.0793206423627,0.0,low
SUXN6MN44623H,Los Angeles CA,2015-04-04,13:07:26,10755,2015-03-08,IT,1,13,"['34.0536909, -118.2427666']",[],0.0,0.0,high
GOU6OEC1WK041,Vancouver BC,2015-04-04,13:13:19,8133,2015-03-02,UK,1,13,"['49.2608724, -123.1139529']",[],0.0,0.0,high
MEM8VCOQKDE8X,"New York NY, Vancouver BC",2015-04-04,13:24:05,5276,2015-03-14,FR,2,13,"['40.7127281, -74.0060152', '49.2608724, -123.1139529']",[3914.1866982834285],3914.1866982834285,0.0,low
VKJOA1PZMK7HK,"Dallas TX, Arlington TX",2015-04-04,13:33:18,8614,2015-03-16,FR,2,13,"['32.7762719, -96.7968559', '32.701938999999996, -97.10562379033699']",[30.09114105296232],30.09114105296232,0.0,high
AYQJ3FR336E4J,"New York NY, Chicago IL",2015-04-04,13:38:40,2736,2015-03-19,IT,2,13,"['40.7127281, -74.0060152', '41.8755616, -87.6244212']",[1146.7355698523086],1146.7355698523086,0.0,high
XXBSSNX9PU9PX,"New York NY, Vancouver BC",2015-04-04,13:54:32,10894,2015-03-27,UK,2,13,"['40.7127281, -74.0060152', '49.2608724, -123.1139529']",[3914.1866982834285],3914.1866982834285,0.0,low
8C5P8HO3G8CBK,San Diego CA,2015-04-04,13:57:37,2075,2015-03-28,FR,1,13,"['32.7174209, -117.1627714']",[],0.0,0.0,high
G1MNU5AFC8FE5,"New York NY, Houston TX",2015-04-04,14:01:27,3470,2015-03-30,FR,2,14,"['40.7127281, -74.0060152', '29.7589382, -95.3676974']",[2283.4731891218285],2283.4731891218285,0.0,low
154FJXKE7J8U3,"Chicago IL, Montreal QC",2015-04-04,14:10:29,996,2015-03-10,FR,2,14,"['41.8755616, -87.6244212', '45.4972159, -73.6103642']",[1197.4957582515608],1197.4957582515608,0.0,high
VJNQR5WTVGZZC,San Antonio TX,2015-04-04,14:11:05,3064,2015-03-30,ES,1,14,"['29.4246002, -98.4951405']",[],0.0,0.0,high
HFG3KG6UFJY9A,"Houston TX, New York NY",2015-04-04,14:20:05,7995,2015-02-28,US,2,14,"['29.7589382, -95.3676974', '40.7127281, -74.0060152']",[2283.4731891218285],2283.4731891218285,0.0,low
VOIX6PV53C2MY,Los Angeles CA,2015-04-04,14:25:45,2461,2015-03-25,ES,1,14,"['34.0536909, -118.2427666']",[],0.0,0.0,high
